answerResultLength,answerSetSize,answerSet_0,answerSet_1,brevity,combinedF1,errorF1Format,errorF1Minor,errorF1Spaces,errorGreaterThan,errorHttp,errorNumber,errorQuotationMark,f1,fixedF1,fixedPrecision,fixedRecall,lastAnswer,modelId,precision,recall,relaxedF1,relaxedPrecision,relaxedRecall,resultFilename,startTime,taskId,taskLabel,taskVersion,testUid,trimF1,trimPrecision,trimRecall
1.0,1.0,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Claude 3 Sonnet,0.0,0.0,0.0,0.0,0.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:09:53.403636,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,0.0,0.0,0.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,Claude 3 Sonnet,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:09:55.754669,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,Claude 3 Sonnet,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:09:57.428555,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,Claude 3 Sonnet,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:09:59.076720,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
2.0,2.0,Anne,Bob,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Anne
Bob",Claude 3 Sonnet,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:00.519558,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,1.0,1.0,1.0
1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,Claude 3 Sonnet,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:02.023483,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,1.0,1.0,1.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:03.546875,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:04.681884,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:05.873342,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
2.0,2.0,Anne,Bob,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Anne
Bob",Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:07.235926,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,1.0,1.0,1.0
1.0,1.0,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Claude 3 Haiku,0.0,0.0,0.0,0.0,0.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:08.492816,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,0.0,0.0,0.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:09.677452,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:11.215699,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:12.425770,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
2.0,2.0,Anne,Bob,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Anne
Bob",Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:13.693940,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,1.0,1.0,1.0
1.0,1.0,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Claude 3 Haiku,0.0,0.0,0.0,0.0,0.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:15.053015,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,0.0,0.0,0.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:16.352794,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:17.611631,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:18.920027,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
2.0,2.0,Anne,Bob,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Anne
Bob",Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:20.219332,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,1.0,1.0,1.0
1.0,1.0,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Claude 3 Haiku,0.0,0.0,0.0,0.0,0.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:21.453664,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,0.0,0.0,0.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:22.684923,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:23.944122,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,3,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Claude 3 Haiku,0.0,0.0,0.0,0.0,0.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:25.222278,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,0.0,0.0,0.0
2.0,2.0,Anne,Bob,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Anne
Bob",Claude 3 Haiku,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:26.339211,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,1.0,1.0,1.0
1.0,1.0,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Claude 3 Haiku,0.0,0.0,0.0,0.0,0.0,llm-kg-bench_run-2024-05-07_22-07-51_result_ModelClaude-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:10:27.583944,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,0.0,0.0,0.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:05.243187,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:06.544982,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:08.559056,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
1.0,1.0,"""Anne""",,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.5,"""Anne""",GPT3.5 2024/01,0.0,0.0,0.6666666666666666,1.0,0.5,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:09.186500,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,0.0,0.0,0.0
1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:09.921245,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,1.0,1.0,1.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:10.621852,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:11.234396,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:11.926387,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
1.0,1.0,"""Anne""",,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.5,"""Anne""",GPT3.5 2024/01,0.0,0.0,0.6666666666666666,1.0,0.5,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:12.604261,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,0.0,0.0,0.0
1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:13.204166,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,1.0,1.0,1.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:13.848760,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:14.824687,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:15.543429,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
1.0,1.0,"""Bob""",,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.5,"""Bob""",GPT3.5 2024/01,0.0,0.0,0.6666666666666666,1.0,0.5,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:16.341148,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,0.0,0.0,0.0
1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:16.883603,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,1.0,1.0,1.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:17.676515,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:18.456947,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:19.172710,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
1.0,1.0,"""Bob""",,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.5,"""Bob""",GPT3.5 2024/01,0.0,0.0,0.6666666666666666,1.0,0.5,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:19.707989,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,0.0,0.0,0.0
1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,GPT3.5 2024/01,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:20.463555,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,1.0,1.0,1.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:21.275343,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:22.582500,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:24.474024,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
2.0,2.0,Bob,Anne,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Anne
Bob",GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:25.475172,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,1.0,1.0,1.0
1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:26.444619,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,1.0,1.0,1.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:27.306814,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
1.0,1.0,:wonderOrg,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:wonderOrg,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:31.997769,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-5,1.0,1.0,1.0
1.0,1.0,2,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:33.211850,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-10,1.0,1.0,1.0
2.0,2.0,Bob,Anne,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Anne
Bob",GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:34.008727,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-19,1.0,1.0,1.0
1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:35.002574,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-27,1.0,1.0,1.0
1.0,1.0,:chiefResearchOfficer,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,:chiefResearchOfficer,GPT4 2023/11,1.0,1.0,1.0,1.0,1.0,llm-kg-bench_run-2024-05-07_22-13-04_result_ModelGpt-Sparql2AnswerListOrganizational-20x.json,2024-05-07T22:13:35.834657,Sparql2AnswerListOrganizational,Sparql2AnswerListOrgaTurtle,2.0,vcard-org-data-big-1,1.0,1.0,1.0
